Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction).1,X#2 (molar fraction).1,"Temperature, K","Density, g/cm^3",Reference (DOI)
n-methylmorpholine-n-oxide,phenylacetic acid,C[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,328.15,1.121,10.1016/j.molliq.2017.05.084
n-methylmorpholine-n-oxide,phenylacetic  acid,C[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,328.15,1.121,doi:10.1002/aic.18095
"n,n-dimethyldodecylamine n-oxide",phenylacetic acid,CCCCCCCCCCCC[N+](C)(C)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,328.15,1.121,doi:10.1002/aic.18095
"N,N-Dimethyldodecylamine N-oxide",phenylacetic  acid,CCCCCCCCCCCC[N+](C)(C)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,328.15,1.121,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,323.15,1.121,10.1016/j.foodchem.2022.134054
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,333.15,1.121,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,323.15,1.121,doi:10.1002/aic.18095
allyltriphenylphosphonium bromide,diethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.059,0.941,328.15,1.121,10.1016/j.molliq.2017.09.091
allyltriphenylphosphonium  bromide,diethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.063,0.938,328.15,1.121,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,323.15,1.1209,10.1016/j.foodchem.2022.134054
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,323.15,1.1209,doi:10.1002/aic.18095
1-ethyl-3-methylimidazolium chloride,succinimide,CCN1C=C[N+](=C1)C.[Cl-],C1CC(=O)NC1=O,0.5,0.5,313.2,1.1209,10.1021/acssuschemeng.0c04215
1-ethyl-3-methylimidazolium  chloride,imidazole,CCN1C=C[N+](=C1)C.[Cl-],C1=CN=CN1,0.5,0.5,313.2,1.1209,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,glycerol,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,0.25,0.75,313.15,1.1206,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,lactic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,0.25,0.75,293.15,1.1206,doi:10.1002/aic.18095
Acetylcholine Chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.333,0.667,303.15,1.1206,10.1021/acs.iecr.7b02478
acetylcholine chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.333,0.667,303.15,1.1206,doi:10.1002/aic.18095
tetrapropylammonium  bromide,triethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.8,0.2,298.15,1.1204,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,monoethanolamine,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N,0.143,0.857,303.15,1.1204,10.1016/j.fluid.2017.03.008
methyltriphenylphosphonium  bromide,monoethanolamine,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N,0.143,0.857,303.15,1.1204,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,323.15,1.1204,10.1021/jp0671998
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.2,0.8,323.15,1.1204,10.1039/C1CP22554E
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.2,0.8,323.15,1.1204,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,323.15,1.1204,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,323.13,1.1203,api.semanticscholar.org/CorpusID:92513446
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,323.13,1.1203,doi:10.1002/aic.18095
choline chloride,triethylene glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.2,0.8,303.15,1.1202,10.1016/j.tca.2011.10.010
choline chloride,4-ethylphenol,C[N+](C)(C)CCO.[Cl-],CCC1=CC=C(C=C1)O,0.25,0.75,298.15,1.1202,10.1021/acs.jced.0c00715
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.167,0.833,323.15,1.1202,10.1016/j.molliq.2019.111916
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.167,0.833,323.15,1.1202,doi:10.1002/aic.18095
choline chloride,tetraethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCOCCO)O,0.143,0.857,303.17,1.1202,doi:10.1002/aic.18095
choline chloride,triethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.2,0.8,303.15,1.1202,doi:10.1002/aic.18095
choline chloride,triethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.25,0.75,313.2,1.1201,doi:10.1002/aic.18095
benzyltriphenylphosphonium  chloride,triethylene  glycol,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,0.111,0.889,323.15,1.1201,doi:10.1002/aic.18095
tetrabutylammonium hydrogen sulfate,ninhydrin,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,0.571,0.429,328.15,1.12,10.1016/j.molliq.2020.112644
tetrabutylammonium  hydrogen sulfate,ninhydrin,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,0.571,0.429,328.15,1.12,doi:10.1002/aic.18095
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,293,1.12,10.1021/sc500439w
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,293,1.12,10.1016/j.molliq.2019.111916
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,298,1.12,10.1016/j.fluid.2013.06.050
choline chloride,dl-lactic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.5,0.5,298.15,1.12,10.1016/j.jct.2015.04.021
choline chloride,dl-lactic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.333,0.667,298.15,1.12,10.1016/j.tca.2016.11.008
choline chloride,dl-lactic acid,C[N+](C)(C)CCO.[Cl-],CC(C(=O)O)O,0.25,0.75,298.15,1.12,10.1021/acssuschemeng.9b02845
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.064,0.128,298.15,1.12,10.1016/j.molliq.2019.111916
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,293,1.12,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,298,1.12,doi:10.1002/aic.18095
betaine,phenylacetic acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)CC(=O)O,0.4,0.6,348.15,1.12,10.1021/acs.jced.0c00579
betaine,phenylacetic  acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)CC(=O)O,0.4,0.6,348.15,1.12,doi:10.1002/aic.18095
Acetylcholine Chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.4,0.6,313.15,1.12,10.1021/acs.iecr.7b02478
allyltriphenylphosphonium bromide,triethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.059,0.941,328.15,1.1199,10.1016/j.molliq.2017.09.091
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.059,0.941,328.15,1.1199,doi:10.1002/aic.18095
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.063,0.938,328.15,1.1199,doi:10.1002/aic.18095
l-cystine,oxalic acid,C(C(C(=O)O)N)SSCC(C(=O)O)N,C(=O)(C(=O)O)O,0.333,0.667,318.15,1.1197,10.1016/j.jcou.2022.102217
choline chloride,"2,6-dimethylphenol",C[N+](C)(C)CCO.[Cl-],CC1=C(C(=CC=C1)C)O,0.2,0.8,298.15,1.1196,10.1016/j.tca.2011.10.010
choline chloride,glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.5,0.5,368.18,1.1196,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,338.13,1.1195,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,293.15,1.1193,10.1021/jp0671998
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,293.15,1.1193,doi:10.1002/aic.18095
Acetylcholine Chloride,"1,2,4-triazole",CC(=O)OCC[N+](C)(C)C.[Cl-],C1=NC=NN1,0.5,0.5,323.15,1.1193,10.1021/acs.iecr.7b02478
acetylcholine chloride,"1,2,4-triazole",CC(=O)OCC[N+](C)(C)C.[Cl-],C1=NC=NN1,0.5,0.5,323.15,1.1193,doi:10.1002/aic.18095
acetylcholine chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.4,0.6,323.15,1.1193,doi:10.1002/aic.18095
tetrabutylammonium hydrogen sulfate,benzilic acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,298.15,1.1191,10.1016/j.fluid.2020.112752
tetrabutylammonium  hydrogen sulfate,benzilic  acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,298.15,1.1191,doi:10.1002/aic.18095
choline chloride,4-ethylphenol,C[N+](C)(C)CCO.[Cl-],CCC1=CC=C(C=C1)O,0.2,0.8,298.15,1.1191,api.semanticscholar.org/CorpusID:92513446
choline chloride,glycerol,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,0.5,0.5,368.15,1.1191,10.1021/jp0671998
tetrapropylammonium  bromide,ethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.25,0.75,323.18,1.119,doi:10.1002/aic.18095
tetrapropylammonium  bromide,triethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.286,0.714,333.19,1.119,doi:10.1002/aic.18095
tetrabutylammonium chloride,ethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.2,0.8,333.15,1.119,10.1021/je5002126
tetrabutylammonium  chloride,ethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.2,0.8,333.15,1.119,doi:10.1002/aic.18095
choline chloride,"1,2,4-Triazole",C[N+](C)(C)CCO.[Cl-],C1=NC=NN1,0.125,0.292,333.2,1.119,api.semanticscholar.org/CorpusID:92513446
betaine,levulinic acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.125,0.875,323.15,1.119,10.1021/acs.jced.0c00579
betaine,levulinic  acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.125,0.875,323.15,1.119,doi:10.1002/aic.18095
choline chloride,triethylene glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.333,0.667,313.15,1.1189,10.1021/acs.jced.0c00715
choline chloride,triethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.333,0.667,313.15,1.1189,doi:10.1002/aic.18095
tetrabutylammonium  bromide,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,0.167,0.833,333.04,1.1186,doi:10.1002/aic.18095
l-histidine,hexanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,0.333,0.667,293.15,1.1186,10.1016/j.jcou.2022.102217
choline chloride,furfuryl alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.25,0.75,323.15,1.1186,10.1021/acs.jced.0c00715
choline chloride,furfuryl  alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.25,0.75,323.15,1.1186,doi:10.1002/aic.18095
tetrabutylammonium  bromide,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,0.25,0.75,322.97,1.1184,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,298.15,1.1184,10.1016/j.molliq.2019.111916
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,298.15,1.1184,doi:10.1002/aic.18095
choline chloride,"2,6-dimethylphenol",C[N+](C)(C)CCO.[Cl-],CC1=C(C(=CC=C1)C)O,0.167,0.833,298.15,1.1183,10.1016/j.fluid.2013.06.050
choline chloride,tetraethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCOCCO)O,0.125,0.875,303.17,1.1182,doi:10.1002/aic.18095
tetrapropylammonium  bromide,triethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.2,0.8,333.19,1.118,doi:10.1002/aic.18095
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,293,1.118,10.1016/j.jtice.2012.01.007
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.3,0.7,293,1.118,10.1016/j.molliq.2019.111916
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,293,1.118,10.1016/j.tca.2014.11.028
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.3,0.7,293,1.118,10.1016/j.jct.2015.04.021
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,298.15,1.118,10.1016/j.fluid.2013.06.050
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,328.15,1.118,10.1016/j.tca.2011.10.010
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,293,1.118,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.3,0.7,293,1.118,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,298.15,1.118,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,328.15,1.118,doi:10.1002/aic.18095
tetraethylammonium p-toluenesulfonate,tetra-ethylene glycol,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-],C(COCCOCCOCCO)O,0.2,0.8,308.15,1.1179,10.1016/j.molliq.2020.113110
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,293.15,1.1179,10.1016/j.tca.2011.10.010
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,293.15,1.1179,doi:10.1002/aic.18095
Acetylcholine Chloride,levulinic  acid,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,328.15,1.1179,10.1016/j.molliq.2016.07.039
acetylcholine chloride,levulinic acid,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,328.15,1.1179,doi:10.1002/aic.18095
l-cystine,oxalic acid,C(C(C(=O)O)N)SSCC(C(=O)O)N,C(=O)(C(=O)O)O,0.333,0.667,323.15,1.1178,10.1016/j.jcou.2022.102217
tetrabutylammonium bromide,chloroacetic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(=O)O)Cl,0.5,0.5,303.15,1.1177,10.1016/j.molliq.2021.118393
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.34,0.66,298.15,1.1177,10.1016/j.molliq.2021.117717
choline chloride,"2,6-dimethylphenol",C[N+](C)(C)CCO.[Cl-],CC1=C(C(=CC=C1)C)O,0.143,0.857,298.15,1.1177,api.semanticscholar.org/CorpusID:92513446
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,293.15,1.1177,10.1021/jp0671998
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,293.15,1.1177,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.34,0.66,298.15,1.1177,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,glycerol,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,0.25,0.75,318.15,1.1175,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,298.15,1.1174,10.1039/C5CP03364K
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,298.15,1.1174,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,298.15,1.1173,10.1016/j.molliq.2016.07.039
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,298.15,1.1173,doi:10.1002/aic.18095
allyltriphenylphosphonium bromide,diethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.059,0.941,333.15,1.1173,10.1016/j.molliq.2017.09.091
allyltriphenylphosphonium  bromide,diethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.063,0.938,333.15,1.1173,doi:10.1002/aic.18095
choline chloride,4-ethylphenol,C[N+](C)(C)CCO.[Cl-],CCC1=CC=C(C=C1)O,0.167,0.833,298.15,1.1171,10.1021/acs.jced.0c00715
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,293.15,1.1171,10.1021/acs.jced.0c00715
choline chloride,furfuryl alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.2,0.8,323.15,1.1171,10.1016/j.jct.2015.04.021
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,293.15,1.1171,doi:10.1002/aic.18095
choline chloride,furfuryl  alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.2,0.8,323.15,1.1171,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,lactic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,0.25,0.75,298.15,1.1171,doi:10.1002/aic.18095
tetrabutylammonium hydrogen sulfate,ninhydrin,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,0.571,0.429,333.15,1.117,10.1016/j.molliq.2020.112644
tetrabutylammonium chloride,ethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.25,0.75,313.15,1.117,10.1021/je5002126
tetrabutylammonium  hydrogen sulfate,ninhydrin,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,0.571,0.429,333.15,1.117,doi:10.1002/aic.18095
tetrabutylammonium  chloride,ethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.25,0.75,313.15,1.117,doi:10.1002/aic.18095
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,293,1.117,10.1016/j.jiec.2022.04.015
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,293,1.117,10.1016/j.tca.2011.10.010
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,298.15,1.117,10.1021/acssuschemeng.9b02845
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,298.15,1.117,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,293,1.117,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,298.15,1.117,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,298.15,1.117,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,328.13,1.1169,10.1021/jp0671998
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.5,0.5,298.15,1.1169,10.1021/sc500439w
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,328.13,1.1169,doi:10.1002/aic.18095
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.091,0.909,343.2,1.1168,10.1016/j.jct.2017.05.020
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,328.15,1.1167,10.1021/jp0671998
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,328.15,1.1167,doi:10.1002/aic.18095
choline chloride,furfuryl alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.167,0.833,323.15,1.1166,10.1021/acs.jced.0c00715
choline chloride,furfuryl  alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.167,0.833,323.15,1.1166,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,298.15,1.1165,10.1021/acs.jced.0c00715
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.143,0.857,293.15,1.1165,api.semanticscholar.org/CorpusID:92513446
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.167,0.833,293.15,1.1165,api.semanticscholar.org/CorpusID:92513446
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.143,0.857,293.15,1.1165,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.167,0.833,293.15,1.1165,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,298.15,1.1165,doi:10.1002/aic.18095
tetrabutylammonium hydrogen sulfate,benzilic acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,303.15,1.1161,10.1016/j.fluid.2020.112752
tetrabutylammonium  hydrogen sulfate,benzilic  acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,303.15,1.1161,doi:10.1002/aic.18095
choline chloride,imidazole,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,0.125,0.292,293.2,1.1161,10.1016/j.tca.2011.10.010
allyltriphenylphosphonium bromide,triethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.059,0.941,333.15,1.1161,10.1016/j.molliq.2017.09.091
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.059,0.941,333.15,1.1161,10.1016/j.jct.2017.05.020
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.063,0.938,333.15,1.1161,10.1016/j.jct.2017.05.020
tetrapropylammonium  bromide,ethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.167,0.833,323.18,1.116,doi:10.1002/aic.18095
trimethylamine hydrochloride,levulinic acid,CN(C)C.Cl,CC(=O)CCC(=O)O,0.25,0.75,293.15,1.1159,doi:10.1002/aic.18095
betaine,levulinic  acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.25,0.75,293.15,1.1159,doi:10.1002/aic.18095
"n,n-diethylethanolammonium  chloride",triethylene  glycol,CC(C)(C)NCCO.Cl,C(COCCOCCO)O,0.2,0.8,298.12,1.1158,doi:10.1002/aic.18095
l-histidine,hexanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,0.333,0.667,298.15,1.1157,10.1016/j.jcou.2022.102217
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,303.15,1.1156,10.1016/j.jtice.2012.01.007
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,303.15,1.1156,doi:10.1002/aic.18095
ammonium thiocyanate,acetamide,C(#N)[S-].[NH4+],CC(=O)N,0.4,0.6,313.15,1.1156,doi:10.1002/aic.18095
tetrabutylammonium  bromide,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,0.143,0.857,333.04,1.1155,doi:10.1002/aic.18095
Acetylcholine Chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.4,0.6,323.15,1.1154,10.1021/acs.iecr.7b02478
2-aminoethanol hydrochloride,tetraethylenepentamine,C(CO)N.Cl,C(CNCCNCCNCCN)N,0.5,0.5,313.15,1.1151,10.1016/j.jct.2019.105883
