Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction),X#2 (molar fraction),"DES melting temperature, K",Reference (DOI),T#1,T#2
cyclohexylpropionic acid,menthol,CCCC(C1CCCCC1)C(=O)O,CC1CCC(C(C1)O)C(C)C,0.1,0.9,308.182,10.3390/molecules25051077,291.3,314.6
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.4,0.6,272.78,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.3,0.7,277.48,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.5,0.5,281.33,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.2,0.8,282.82,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.6,0.4,283.68,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.1,0.9,285.39,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.7,0.3,289.87,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.6667,0.3333,291.15,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.568,0.432,293.025,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.732,0.268,293.275,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.802,0.198,295.275,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.503,0.497,296.15,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.8,0.2,296.71,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,tetradecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,0.1667,0.8333,297.9,10.1016/j.jece.2020.104786,304.8,327
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.436,0.564,298.025,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.855,0.145,298.275,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,(z)-octadec-9-enoic acid,CCCCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,0.9,0.1,301.2,10.1016/j.ijggc.2019.102839,304.8,289.45
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.335,0.665,303.275,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.252,0.748,308.4,10.1021/acssuschemeng.0c00559,304.8,317.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.145,0.855,313.4,10.1021/acssuschemeng.0c00559,304.8,317.5
dibromozinc,2-hydroxyethyl(trimethyl)azanium;chloride,[Zn+2].[Br-].[Br-],C[N+](C)(C)CCO.[Cl-],0.6667,0.3333,311.15,10.1016/j.gee.2019.03.002,667.15,578.15
dibromozinc,2-acetyloxyethyl(trimethyl)azanium;chloride,[Zn+2].[Br-].[Br-],CC(=O)OCC[N+](C)(C)C.[Cl-],0.6667,0.3333,321.15,10.1016/j.molliq.2021.117021,667.15,423.65
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.7173,0.2827,287.114,10.1021/ic049931s,519.15,578.15
dichlorotin,2-acetyloxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,CC(=O)OCC[N+](C)(C)C.[Cl-],0.6667,0.3333,287.15,10.1039/B106357J,519.15,423.65
dichlorotin,2-hydroxyethyl-dimethyl-phenylazanium;chloride,Cl[Sn]Cl,C[N+](C)(CCO)C1=CC=CC=C1.[Cl-],0.6667,0.3333,290.15,10.1016/j.molliq.2021.117021,519.15,
dichlorotin,2-acetyloxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,CC(=O)OCC[N+](C)(C)C.[Cl-],0.6667,0.3333,293.15,10.1016/j.molliq.2021.117021,519.15,423.65
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.6667,0.3333,317.15,10.1039/B106357J,519.15,578.15
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.6716,0.3284,317.659,10.1021/ic049931s,519.15,578.15
dichlorotin,2-chloroethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCCl.[Cl-],0.6667,0.3333,343.15,10.1039/B106357J,519.15,498.15
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.7553,0.2447,349.296,10.1021/ic049931s,519.15,578.15
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.7807,0.2193,370.023,10.1021/ic049931s,519.15,578.15
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.6081,0.3919,397.296,10.1021/ic049931s,519.15,578.15
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.801,0.199,411.477,10.1021/ic049931s,519.15,578.15
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,Cl[Sn]Cl,C[N+](C)(C)CCO.[Cl-],0.5091,0.4909,448.568,10.1021/ic049931s,519.15,578.15
didodecyl(dimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],CC1=CC(=C(C=C1)C(C)C)O,0.3333,0.6667,253.15,10.1021/acssuschemeng.0c00559,370.15,323.5
didodecyl(dimethyl)azanium;chloride,2-phenylacetic acid,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,0.3333,0.6667,266.15,10.1021/acssuschemeng.0c00559,370.15,349.6
didodecyl(dimethyl)azanium;chloride,2-hydroxyacetic acid,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],C(C(=O)O)O,0.25,0.75,278.15,10.1021/acssuschemeng.0c00559,370.15,350.8
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",N+(CC)(CC).[Cl-],C(CO)O,0.3333,0.6667,242.15,10.1016/j.molliq.2021.117021,385.15,260.6
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",N+(CC)(CC).[Cl-],C(CO)O,0.25,0.75,250.9,10.1016/j.tca.2011.10.010,385.15,260.6
diethyl(2-hydroxyethyl)azanium;chloride,"ethane-1,2-diol",N+(CC)(CC).[Cl-],C(CO)O,0.2,0.8,251.48,10.1016/j.tca.2011.10.010,385.15,260.6
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",N+(CC)(CC).[Cl-],C(C(CO)O)O,0.3333,0.6667,271.82,10.1016/j.molliq.2021.117021,385.15,291.22
diethyl(2-hydroxyethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,N+(CC)(CC).[Cl-],C(COCCOCCO)O,0.3333,0.6667,273.05,10.1016/j.molliq.2021.117021,385.15,263.8
diethyl(2-hydroxyethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,N+(CC)(CC).[Cl-],C(COCCOCCO)O,0.67,0.33,273.15,10.1002/9783527818488,385.15,263.8
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",N+(CC)(CC).[Cl-],C(C(CO)O)O,0.25,0.75,274.85,10.1016/j.tca.2011.10.010,385.15,291.22
diethyl(2-hydroxyethyl)azanium;chloride,"propane-1,2,3-triol",N+(CC)(CC).[Cl-],C(C(CO)O)O,0.2,0.8,275.15,10.1016/j.tca.2011.10.010,385.15,291.22
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.501,0.499,328.7,10.1002/cssc.202001331,448.15,578.15
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.605,0.395,340.4,10.1002/cssc.202001331,448.15,578.15
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.7,0.3,368.9,10.1002/cssc.202001331,448.15,578.15
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.401,0.599,372.3,10.1002/cssc.202001331,448.15,578.15
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.703,0.297,384,10.1002/cssc.202001331,448.15,566
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.802,0.198,393.8,10.1002/cssc.202001331,448.15,566
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.8,0.2,394.2,10.1002/cssc.202001331,448.15,578.15
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.603,0.397,413.4,10.1002/cssc.202001331,448.15,566
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.901,0.099,415.9,10.1002/cssc.202001331,448.15,566
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.301,0.699,416.7,10.1002/cssc.202001331,448.15,578.15
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.9,0.1,429.6,10.1002/cssc.202001331,448.15,578.15
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.501,0.499,448.6,10.1002/cssc.202001331,448.15,566
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.198,0.802,468.3,10.1002/cssc.202001331,448.15,578.15
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.402,0.598,468.4,10.1002/cssc.202001331,448.15,566
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.302,0.698,494.3,10.1002/cssc.202001331,448.15,566
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.201,0.799,512.2,10.1002/cssc.202001331,448.15,566
dl-camphor,Choline chloride,CC1(C2CCC1(C(=O)C2)C)C,CN+(C)CCO.[Cl-],0.102,0.898,516.9,10.1002/cssc.202001331,448.15,578.15
dl-camphor,betaine,CC1(C2CCC1(C(=O)C2)C)C,C[N+](C)(C)CC(=O)[O-],0.102,0.898,549.5,10.1002/cssc.202001331,448.15,566
d-mannitol,Choline chloride,C(C(C(C(C(CO)O)O)O)O)O,CN+(C)CCO.[Cl-],0.5,0.5,385.15,10.1016/j.fluid.2019.06.005,440.66,578.15
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.25,0.75,282,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.333,0.667,285,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.143,0.857,285,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.435,0.565,288,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.5,0.5,294,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.2484,0.7516,294.35,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.2999,0.7001,294.75,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,dodecanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.3333,0.6667,295.05,10.1016/j.cej.2023.141335,317.5,317.5
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.3471,0.6529,295.33,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.4011,0.5989,296.31,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.447,0.553,296.77,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.2002,0.7998,298.15,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.565,0.435,299,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.4998,0.5002,299.06,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.1,0.9,301.94,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.667,0.333,302,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.5543,0.4457,302.8,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.5999,0.4001,304.61,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.75,0.25,305,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.7001,0.2999,308.8,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.857,0.143,310,10.1021/acssuschemeng.7b04235,317.5,285.75
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.8007,0.1993,311.94,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.899,0.101,314.86,10.1016/j.chemphyslip.2009.05.004,317.5,304.8
erythritol,Choline chloride,C(C(C(CO)O)O)O,CN+(C)CCO.[Cl-],0.5,0.5,257.15,10.1002/aic.17408,394.7,578.15
erythritol,Choline chloride,C(C(C(CO)O)O)O,CN+(C)CCO.[Cl-],0.4,0.6,263.15,10.1002/aic.17408,394.7,578.15
erythritol,Choline chloride,C(C(C(CO)O)O)O,CN+(C)CCO.[Cl-],0.6,0.4,265.15,10.1002/aic.17408,394.7,578.15
erythritol,Choline chloride,C(C(C(CO)O)O)O,CN+(C)CCO.[Cl-],0.3333,0.6667,273.15,10.1002/aic.17408,394.7,578.15
erythritol,Choline chloride,C(C(C(CO)O)O)O,CN+(C)CCO.[Cl-],0.6667,0.3333,303.15,10.1002/aic.17408,394.7,578.15
erythritol,tetrapropylammonium bromide,C(C(C(CO)O)O)O,N+(CCC)(CCC)CCC.[Br-],0.598,0.402,347.8,10.1016/j.gee.2020.11.020,394.7,583
erythritol,tetrapropylammonium bromide,C(C(C(CO)O)O)O,N+(CCC)(CCC)CCC.[Br-],0.497,0.503,363.3,10.1016/j.gee.2020.11.020,394.7,583
erythritol,tetrapropylammonium bromide,C(C(C(CO)O)O)O,N+(CCC)(CCC)CCC.[Br-],0.694,0.306,376.6,10.1016/j.gee.2020.11.020,394.7,583
erythritol,tetrapropylammonium bromide,C(C(C(CO)O)O)O,N+(CCC)(CCC)CCC.[Br-],0.394,0.606,377.3,10.1016/j.gee.2020.11.020,394.7,583
erythritol,tetrapropylammonium bromide,C(C(C(CO)O)O)O,N+(CCC)(CCC)CCC.[Br-],0.81,0.19,385.2,10.1016/j.gee.2020.11.020,394.7,583
ethanamine;hydrochloride,trifluoromethylurea,CCN.Cl,FC(F)(F)NC(N)=O,0.4,0.6,293.15,10.1016/j.molliq.2021.117021,380.65,302.96
ethanamine;hydrochloride,acetamide,CCN.Cl,CC(=O)N,0.4,0.6,293.15,10.1002/cphc.200500489,380.65,354.06
ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",CCN.Cl,C(=O)(C(F)(F)F)N,0.4,0.6,294,10.1002/cphc.200500489,380.65,348
ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",CCN.Cl,C(=O)(C(F)(F)F)N,0.5,0.5,298.7,10.1002/cphc.200500489,380.65,348
ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",CCN.Cl,C(=O)(C(F)(F)F)N,0.67,0.33,300,10.1002/cphc.200500489,380.65,348
ethanamine;hydrochloride,urea,CCN.Cl,C(=O)(N)N,0.396,0.604,300.454,10.1002/cphc.200500489,380.65,405.85
ethanamine;hydrochloride,methylurea,CCN.Cl,CNC(=O)N,0.4,0.6,302.15,10.1016/j.molliq.2021.117021,380.65,373.8
ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",CCN.Cl,C(=O)(C(F)(F)F)N,0.33,0.67,302.5,10.1002/cphc.200500489,380.65,348
ethanamine;hydrochloride,urea,CCN.Cl,C(=O)(N)N,0.492,0.508,303.237,10.1002/cphc.200500489,380.65,405.85
ethanamine;hydrochloride,acetamide,CCN.Cl,CC(=O)N,0.5,0.5,306.15,10.1002/cphc.200500489,380.65,354.06
ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",CCN.Cl,C(=O)(C(F)(F)F)N,0.25,0.75,308,10.1002/cphc.200500489,380.65,348
ethanamine;hydrochloride,acetamide,CCN.Cl,CC(=O)N,0.3333,0.6667,310.15,10.1002/cphc.200500489,380.65,354.06
ethanamine;hydrochloride,acetamide,CCN.Cl,CC(=O)N,0.25,0.75,318.15,10.1002/cphc.200500489,380.65,354.06
ethanamine;hydrochloride,urea,CCN.Cl,C(=O)(N)N,0.33,0.67,318.541,10.1002/cphc.200500489,380.65,405.85
ethanamine;hydrochloride,acetamide,CCN.Cl,CC(=O)N,0.6,0.4,319.15,10.1002/cphc.200500489,380.65,354.06
ethanamine;hydrochloride,urea,CCN.Cl,C(=O)(N)N,0.659,0.341,319.237,10.1002/cphc.200500489,380.65,405.85
ethanamine;hydrochloride,acetamide,CCN.Cl,CC(=O)N,0.6667,0.3333,330.15,10.1002/cphc.200500489,380.65,354.06
ethanamine;hydrochloride,urea,CCN.Cl,C(=O)(N)N,0.741,0.259,332.107,10.1002/cphc.200500489,380.65,405.85
ethanamine;hydrochloride,acetamide,CCN.Cl,CC(=O)N,0.75,0.25,335.15,10.1002/cphc.200500489,380.65,354.06
ethanamine;hydrochloride,urea,CCN.Cl,C(=O)(N)N,0.249,0.751,342.193,10.1002/cphc.200500489,380.65,405.85
ethyl-(2-hydroxyethyl)-dimethylazanium;chloride,urea,CC[N+](C)(C)CCO.[Cl-],C(=O)(N)N,0.3333,0.6667,235.15,10.1016/j.molliq.2021.117021,,405.85
ethylammonium chloride,urea,CCN.Cl,C(=O)(N)N,0.396,0.604,300.454,10.1002/cphc.200500489,381.15,405.85
ethylammonium chloride,urea,CCN.Cl,C(=O)(N)N,0.492,0.508,303.237,10.1002/cphc.200500489,381.15,405.85
ethylammonium chloride,urea,CCN.Cl,C(=O)(N)N,0.33,0.67,318.541,10.1002/cphc.200500489,381.15,405.85
ethylammonium chloride,urea,CCN.Cl,C(=O)(N)N,0.659,0.341,319.237,10.1002/cphc.200500489,381.15,405.85
ethylammonium chloride,urea,CCN.Cl,C(=O)(N)N,0.741,0.259,332.107,10.1002/cphc.200500489,381.15,405.85
ethylammonium chloride,urea,CCN.Cl,C(=O)(N)N,0.249,0.751,342.193,10.1002/cphc.200500489,381.15,405.85
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.8,0.2,223.81,10.1021/je100104v,260.6,504.15
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.8333,0.1667,224.6,10.1021/ef2004943,260.6,504.15
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.75,0.25,226.9,10.1021/ef2004943,260.6,504.15
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.6667,0.3333,230.03,10.1021/je100104v,260.6,504.15
ethylene glycol,Choline chloride,C(CO)O,CN+(C)CCO.[Cl-],0.8,0.2,236.71,10.1002/apj.1873,260.6,578.15
ethylene glycol,Choline chloride,C(CO)O,CN+(C)CCO.[Cl-],0.833,0.167,237.71,10.1002/apj.1873,260.6,578.15
ethylene glycol,"n,n-diethylethanolammonium chloride",C(CO)O,CC(C)(C)NCCO.Cl,0.6667,0.3333,242.15,10.1016/j.tca.2011.10.010,260.6,408.15
ethylene glycol,tetrabutylammonium chloride,C(CO)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.75,0.25,242.27,10.1021/je5002126,260.6,344
ethylene glycol,tetrabutylammonium chloride,C(CO)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.6667,0.3333,243.02,10.1021/je5002126,260.6,344
ethylene glycol,tetrabutylammonium bromide,C(CO)O,N+(CCCC)(CCCC)CCCC.[Br-],0.67,0.33,248.22,10.1016/j.molliq.2018.12.032,260.6,390.8
ethylene glycol,tetrapropylammonium bromide,C(CO)O,N+(CCC)(CCC)CCC.[Br-],0.8,0.2,249.75,10.1016/j.molliq.2014.08.004,260.6,583
ethylene glycol,tetrapropylammonium chloride,C(CO)O,N+(CCC)(CCC)CCC.[Cl-],0.8,0.2,249.75,10.1016/j.molliq.2014.08.004,260.6,502.4
ethylene glycol,"n,n-diethylethanolammonium chloride",C(CO)O,CC(C)(C)NCCO.Cl,0.75,0.25,250.9,10.1016/j.tca.2011.10.010,260.6,408.15
ethylene glycol,"n,n-diethylethanolammonium chloride",C(CO)O,CC(C)(C)NCCO.Cl,0.8,0.2,251.48,10.1016/j.tca.2011.10.010,260.6,408.15
ethylene glycol,tetrapropylammonium bromide,C(CO)O,N+(CCC)(CCC)CCC.[Br-],0.8333,0.1667,255.65,10.1016/j.molliq.2014.08.004,260.6,583
ethylene glycol,tetrapropylammonium chloride,C(CO)O,N+(CCC)(CCC)CCC.[Cl-],0.8333,0.1667,255.65,10.1016/j.molliq.2014.08.004,260.6,502.4
ethylene glycol,tetrabutylammonium chloride,C(CO)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.8,0.2,256.31,10.1021/je5002126,260.6,344
ethylene glycol,tetrapropylammonium bromide,C(CO)O,N+(CCC)(CCC)CCC.[Br-],0.75,0.25,259.85,10.1016/j.molliq.2014.08.004,260.6,583
ethylene glycol,tetrapropylammonium chloride,C(CO)O,N+(CCC)(CCC)CCC.[Cl-],0.75,0.25,259.85,10.1016/j.molliq.2014.08.004,260.6,502.4
ethylene glycol,Choline chloride,C(CO)O,CN+(C)CCO.[Cl-],0.667,0.333,262.28,10.1002/apj.1873,260.6,578.15
ethylene glycol,Choline chloride,C(CO)O,CN+(C)CCO.[Cl-],0.75,0.25,265.19,10.1002/apj.1873,260.6,578.15
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.8889,0.1111,269.37,10.1021/je100104v,260.6,504.15
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.6364,0.3636,288.8,10.1021/je100104v,260.6,504.15
ethylene glycol,methyl acetate,C(CO)O,COC(=O)C,0.67,0.33,296.15,10.1039/C0OB01011A,260.6,362.62
ethylene glycol,benzyltriphenylphosphonium chloride,C(CO)O,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0.75,0.25,321.06,10.1021/je100104v,260.6,603.15
ethylene glycol,benzyltriphenylphosphonium chloride,C(CO)O,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0.6667,0.3333,322.17,10.1021/je100104v,260.6,603.15
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.6,0.4,322.42,10.1021/je100104v,260.6,504.15
ethylene glycol,benzyltriphenylphosphonium chloride,C(CO)O,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0.8333,0.1667,333.5,10.1021/je100104v,260.6,603.15
ethylene glycol,methyltriphenylphosphonium bromide,C(CO)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.5,0.5,352.08,10.1021/je100104v,260.6,504.15
ethylene glycol,benzyltriphenylphosphonium chloride,C(CO)O,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0.3333,0.6667,424.32,10.1021/je100104v,260.6,603.15
